,Rank,Job role,Experience Level,Experience detail,Job description,Industry,City,Post Code,Pay total,Pay per hour,Start date,Shift
1163,1198,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Einpacken der Weihnachtsgeschenke unserer Kundschaft, stilvoll und gemäss den Richtlinien
Verantwortlich für das Bereitstellen des Verpackungsmaterials am Päcklitisch

Profil:
Freude am Päckli einpacken
Handwerkliches Geschickt und ein Auge fürs Details
Gespür für unsere anspruchsvollen Kunden
Kommunikative Persönlichkeit, sowie eine positive Ausstrahlung und ein gepflegtes Erscheinungsbild

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 10:00-20.30 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Zürich,8001,8949.19,25.46,1 Nov 2023,38
1164,1200,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Einpacken der Weihnachtsgeschenke unserer Kundschaft, stilvoll und gemäss den Richtlinien
Verantwortlich für das Bereitstellen des Verpackungsmaterials am Päcklitisch

Profil:
Freude am Päckli einpacken
Handwerkliches Geschickt und ein Auge fürs Details
Gespür für unsere anspruchsvollen Kunden
Kommunikative Persönlichkeit, sowie eine positive Ausstrahlung und ein gepflegtes Erscheinungsbild

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 10:00-20.30 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Zürich,8001,8949.19,25.46,1 Nov 2023,38
1165,1201,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben :
 Aktive Beratung und Bedienung der anspruchsvollen Kundschaft 
 Gastgeber : in für einzigartiges Einkaufserlebnis 
 Bearbeiten von Kundenbestellungen und – reklamationen 
 Durführung von Degustationen 
 Kontrolle der Wareneingänge , Produkte und Daten 
 Warenbewirtschaftung und – präsentation ( inkl . Promotionen )
 Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften ( HACCP )

 Profil :
 Verkaufserfahrung im genannten Bereich von Vorteil 
 Teamfähige , selbständige , flexible und belastbare Persönlichkeit 
 Gepflegtes Erscheinungsbild , einwandfreie Umgangsformen und positive Ausstrahlung 
 Faszination für qualitativ hochwertige Lebensmittel 
 Kunden - und Dienstleistungsorientiert 
 Sehr gute Deutschkenntnisse , weitere Sprachen von Vorteil 

 Die Einsatztage - und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca . 1 - 3 Wochen im Voraus kommuniziert .
 Die Einsatztage in diesem Einsatz sind fiktiv .
 Sie müssen während der ganzen Zeit flexibel verfügbar sein ( jeweils zwischen 10 : 00 - 20 . 00 Uhr inkl . Samstag - und Sonntagseinsätze ).

 Als Dankeschön für deine Leistung bei Globus hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15 - 30 % auf das gesamte Sortiment inklusive Online Shop . Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt .",Detailhandel / Logistik,Zürich,8001,10384.5,27.6,1 Nov 2023,43
1166,1202,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben :
 Aktive Beratung und Bedienung der anspruchsvollen Kundschaft 
 Gastgeber : in für einzigartiges Einkaufserlebnis 
 Bearbeiten von Kundenbestellungen und – reklamationen 
 Durführung von Degustationen 
 Kontrolle der Wareneingänge , Produkte und Daten 
 Warenbewirtschaftung und – präsentation ( inkl . Promotionen )
 Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften ( HACCP )

 Profil :
 Verkaufserfahrung im genannten Bereich von Vorteil 
 Teamfähige , selbständige , flexible und belastbare Persönlichkeit 
 Gepflegtes Erscheinungsbild , einwandfreie Umgangsformen und positive Ausstrahlung 
 Faszination für qualitativ hochwertige Lebensmittel 
 Kunden - und Dienstleistungsorientiert 
 Sehr gute Deutschkenntnisse , weitere Sprachen von Vorteil 

 Die Einsatztage - und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca . 1 - 3 Wochen im Voraus kommuniziert .
 Die Einsatztage in diesem Einsatz sind fiktiv .
 Sie müssen während der ganzen Zeit flexibel verfügbar sein ( jeweils zwischen 10 : 00 - 20 . 30 Uhr inkl . Samstag - und Sonntagseinsätze ).

 Als Dankeschön für deine Leistung bei Globus hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15 - 30 % auf das gesamte Sortiment inklusive Online Shop . Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt .",Detailhandel / Logistik,Zürich,8001,10977.9,27.6,1 Nov 2023,43
1167,1203,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben :
 Aktive Beratung und Bedienung der anspruchsvollen Kundschaft 
 Gastgeber : in für einzigartiges Einkaufserlebnis 
 Bearbeiten von Kundenbestellungen und – reklamationen 
 Durführung von Degustationen 
 Kontrolle der Wareneingänge , Produkte und Daten 
 Warenbewirtschaftung und – präsentation ( inkl . Promotionen )
 Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften ( HACCP )

 Profil :
 Verkaufserfahrung im genannten Bereich von Vorteil 
 Teamfähige , selbständige , flexible und belastbare Persönlichkeit 
 Gepflegtes Erscheinungsbild , einwandfreie Umgangsformen und positive Ausstrahlung 
 Faszination für qualitativ hochwertige Lebensmittel 
 Kunden - und Dienstleistungsorientiert 
 Sehr gute Deutschkenntnisse , weitere Sprachen von Vorteil 

 Die Einsatztage - und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca . 1 - 3 Wochen im Voraus kommuniziert .
 Die Einsatztage in diesem Einsatz sind fiktiv .
 Sie müssen während der ganzen Zeit flexibel verfügbar sein ( jeweils zwischen 10 : 00 - 20 . 30 Uhr inkl . Samstag - und Sonntagseinsätze ).

 Als Dankeschön für deine Leistung bei Globus hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15 - 30 % auf das gesamte Sortiment inklusive Online Shop . Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt .",Detailhandel / Logistik,Zürich,8001,10977.9,27.6,1 Nov 2023,43
1168,1204,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben :
 Aktive Beratung und Bedienung der anspruchsvollen Kundschaft 
 Gastgeber : in für einzigartiges Einkaufserlebnis 
 Bearbeiten von Kundenbestellungen und – reklamationen 
 Durführung von Degustationen 
 Kontrolle der Wareneingänge , Produkte und Daten 
 Warenbewirtschaftung und – präsentation ( inkl . Promotionen )
 Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften ( HACCP )

 Profil :
 Verkaufserfahrung im genannten Bereich von Vorteil 
 Teamfähige , selbständige , flexible und belastbare Persönlichkeit 
 Gepflegtes Erscheinungsbild , einwandfreie Umgangsformen und positive Ausstrahlung 
 Faszination für qualitativ hochwertige Lebensmittel 
 Kunden - und Dienstleistungsorientiert 
 Sehr gute Deutschkenntnisse , weitere Sprachen von Vorteil 

 Die Einsatztage - und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca . 1 - 3 Wochen im Voraus kommuniziert .
 Die Einsatztage in diesem Einsatz sind fiktiv .
 Sie müssen während der ganzen Zeit flexibel verfügbar sein ( jeweils zwischen 10 : 00 - 20 . 30 Uhr inkl . Samstag - und Sonntagseinsätze ).

 Als Dankeschön für deine Leistung bei Globus hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15 - 30 % auf das gesamte Sortiment inklusive Online Shop . Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt .",Detailhandel / Logistik,Zürich,8001,10977.9,27.6,1 Nov 2023,43
1169,1205,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bearbeiten von Kundenbestellungen und –reklamationen
Durführung von Degustationen
Kontrolle der Wareneingänge, Produkte und Daten
Warenbewirtschaftung und –präsentation (inkl. Promotionen)
Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften (HACCP)

Profil:
Verkaufserfahrung im Bereich Wein (Sommelier od. ähnlich)
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Lebensmittel
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert. 
Die Einsatztage in diesem Einsatz sind fiktiv. 
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 08:00-18:30 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Basel,4001,12765.0,27.6,3 Nov 2023,50
1170,1206,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bedienung der Kasse
Bearbeiten von Kundenbestellungen, Reklamationen und Pluscard-Anträgen 
Warenbewirtschaftung und –präsentation (inkl. Promotionen)

Profil:
Verkaufserfahrung, im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Produkte
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09.00 bis 18.30 Uhr Dienstag, Donnerstag und Samstagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Basel,4001,5626.66,25.46,3 Nov 2023,26
1171,1207,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bedienung der Kasse
Bearbeiten von Kundenbestellungen, Reklamationen und Pluscard-Anträgen 
Warenbewirtschaftung und –präsentation (inkl. Promotionen)

Profil:
Verkaufserfahrung, im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Produkte
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09.00 bis 18.30 Uhr Dienstag, Donnerstag und Samstagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Basel,4001,5626.66,25.46,3 Nov 2023,26
1172,1208,Promoter/in (Berater/in),,,"WAS: Promotion, Verkauf und Degustation von .
WO: Zuger Herbstmesse
WIE: Potenzielle Kundschaft ansprechen, einfache Drinks mixen und erklären.
VORAUSSETZUNG: Gastro-Erfahrung, Erfahrung im Verkauf, freundlich, kontaktfreudig, weiblich",Promotion / Event,Zug,6300,210.0,28.0,3 Nov 2023,1
1173,1210,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben :
 Kontrolle der Wareneingängen , Produkten und Daten 
 Warenbewirtschaftung und – präsentation ( inkl . Promotionen )
 Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften ( HACCP )

 Profil :
 Teamfähige , selbständige , flexible und belastbare Persönlichkeit 
 Gepflegtes Erscheinungsbild , einwandfreie Umgangsformen und positive Ausstrahlung 
 Kunden und Dienstleistungsorientiert 
 Sehr gute Deutschkenntnisse , weitere Sprachen von Vorteil 

 Die Einsatztage - und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca . 1 - 3 Wochen im Voraus kommuniziert .
 Die Einsatztage - und Zeiten in diesem Einsatz sind fiktiv .
 Sie müssen während der ganzen Zeit flexibel verfügbar sein ( jeweils zwischen 09 : 00 - 20 : 00 Uhr inkl . Samstag - und Sonntagseinsätze ).

 Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15 - 30 % auf das gesamte Sortiment inklusive Online Shop . Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt .",Detailhandel / Logistik,Zürich,8001,3628.05,25.46,13 Nov 2023,30
1174,1211,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben :
 Aktive Beratung und Bedienung der anspruchsvollen Kundschaft 
 Gastgeber : in für einzigartiges Einkaufserlebnis 
 Bearbeiten von Kundenbestellungen und – reklamationen 
 Durführung von Degustationen 
 Kontrolle der Wareneingänge , Produkte und Daten 
 Warenbewirtschaftung und – präsentation ( inkl . Promotionen )
 Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften ( HACCP )

 Profil :
 Verkaufserfahrung im genannten Bereich von Vorteil 
 Teamfähige , selbständige , flexible und belastbare Persönlichkeit 
 Gepflegtes Erscheinungsbild , einwandfreie Umgangsformen und positive Ausstrahlung 
 Faszination für qualitativ hochwertige Lebensmittel 
 Kunden - und Dienstleistungsorientiert 
 Sehr gute Deutschkenntnisse , weitere Sprachen von Vorteil 

 Die Einsatztage - und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca . 1 - 3 Wochen im Voraus kommuniziert .
 Die Einsatztage - und Zeiten in diesem Einsatz sind fiktiv .
 Sie müssen während der ganzen Zeit flexibel verfügbar sein ( jeweils zwischen 09 : 00 - 20 : 00 Uhr inkl . Samstag - und Sonntagseinsätze ).

 Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15 - 30 % auf das gesamte Sortiment inklusive Online Shop . Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt .",Detailhandel / Logistik,Zürich,8001,6955.2,27.6,15 Nov 2023,28
